Fall,Major,Total,Male,Female
1998,Chemical Engineering,467,310,157
1998,Chemical Physics,4,3,1
1998,Chemistry,396,262,134
1998,Classical Philology,4,3,1
1998,Classics,7,4,3
1998,Comparative Literature,27,5,22
1998,English,133,52,81
1998,Entomology,34,20,14
1998,French,38,13,25
1998,GEN CURR,2706,1255,1451
1998,Geography,28,15,13
1998,Geology,49,31,18
1998,German,23,10,13
1998,History,116,75,41
1998,Italian,4,0,4
1998,LAS TCH MATH,6,3,3
1998,LATIN AMER ST,3,1,2
1998,Linguistics,55,17,38
1998,Mathematics,155,116,39
1998,Microbiology,56,32,24
1998,Molecular & Integrative Physi,46,30,16
1998,Neuroscience,45,36,9
1998,PRE-JOURN,367,100,267
1998,PRE-MED,255,101,154
1998,Philosophy,44,35,9
1998,Plant Biology,35,16,19
1998,Political Science,42,32,10
1998,Portuguese,3,1,2
1998,Psychology,166,74,92
1998,REES,5,1,4
1998,Slavic Languages & Literature,12,7,5
1998,Sociology,40,14,26
1998,Speech Communication,61,23,38
1998,TCH BIOL,12,5,7
1998,TCH ENGL,25,8,17
1998,TCH SOC ST,12,9,3
1998,TRANSITION,0,0,0
1998,UNCLASS,0,0,0
1998,UNCM FR&SO,0,0,0
1999,African American Studies,13,6,7
1999,Anthropology,64,21,43
1999,Applied Mathematics,13,7,6
1999,Asian Studies,34,14,20
1999,Astronomy,28,20,8
1999,Atmospheric Sciences,31,17,14
1999,BIOCH,180,83,97
1999,Biochemistry,77,45,32
1999,Biology,59,34,25
1999,Biophysics & Computnl Biology,49,34,15
1999,CELL & STR BIOL,51,31,20
1999,Chemical Engineering,468,314,154
1999,Chemical Physics,4,2,2
1999,Chemistry,400,256,144
1999,Classical Philology,6,4,2
1999,Classics,9,7,2
1999,Comparative Literature,21,6,15
1999,English,115,43,72
1999,Entomology,32,21,11
1999,French,37,9,28
1999,GEN CURR,2838,1356,1482
1999,Geography,34,20,14
1999,Geology,55,34,21
1999,German,24,11,13
1999,History,106,70,36
1999,Italian,6,0,6
1999,LAS TCH MATH,1,1,0
1999,LATIN AMER ST,4,1,3
1999,Linguistics,49,18,31
1999,Mathematics,171,121,50
1999,Microbiology,54,24,30
1999,Molecular & Integrative Physi,42,25,17
1999,Neuroscience,41,32,9
1999,PRE-JOURN,424,114,310
1999,PRE-MED,258,110,148
1999,Philosophy,41,31,10
1999,Plant Biology,26,12,14
1999,Political Science,42,28,14
1999,Portuguese,3,1,2
1999,Psychology,159,74,85
1999,REES,5,1,4
1999,Slavic Languages & Literature,11,7,4
1999,Sociology,45,18,27
1999,Speech Communication,50,20,30
1999,TCH BIOL,5,2,3
1999,TCH ENGL,5,2,3
1999,TCH SOC ST,1,1,0
1999,TRANSITION,0,0,0
1999,UNCLASS,0,0,0
1999,UNCM FR&SO,0,0,0
2000,Actuarial Science,3,3,0
2000,African American Studies,11,6,5
2000,Anthropology,64,24,40
2000,Applied Mathematics,11,5,6
2000,Asian Studies,27,8,19
2000,Astronomy,22,15,7
2000,Atmospheric Sciences,27,15,12
2000,BIOCH,156,86,70
2000,Biochemistry,84,49,35
2000,Biology,70,40,30
2000,Biophysics & Computnl Biology,53,38,15
2000,CELL & STR BIOL,46,30,16
2000,Chemical Engineering,471,327,144
2000,Chemical Physics,6,3,3
2000,Chemistry,370,228,142
2000,Classical Philology,4,3,1
2000,Classics,7,4,3
2000,Comparative Literature,23,6,17
2000,E Asian Languages & Cultures,4,0,4
2000,English,114,44,70
2000,Entomology,29,18,11
2000,French,34,4,30
2000,GEN CURR,2459,1233,1226
2000,Geography,33,20,13
2000,Geology,54,34,20
2000,German,23,11,12
2000,History,98,62,36
2000,Italian,3,0,3
2000,LATIN AMER ST,5,2,3
2000,Linguistics,70,26,44
2000,Mathematics,173,122,51
2000,Microbiology,52,26,26
2000,Molecular & Integrative Physi,40,25,15
2000,Neuroscience,40,29,11
2000,PRE-JOURN,587,185,402
2000,PRE-MED,241,100,141
2000,Philosophy,42,36,6
2000,Plant Biology,26,14,12
2000,Political Science,34,24,10
2000,Portuguese,3,1,2
2000,Psychology,168,68,100
2000,REES,4,3,1
2000,Slavic Languages & Literature,8,6,2
2000,Sociology,47,21,26
2000,Speech Communication,51,20,31
2000,TCH ENGL,1,0,1
2000,TRANSITION,0,0,0
2000,UNCLASS,0,0,0
2000,UNCM FR&SO,0,0,0
2001,Actuarial Science,14,10,4
2001,African American Studies,7,3,4
2001,Anthropology,65,23,42
2001,Applied Mathematics,8,3,5
2001,Asian Studies,18,9,9
2001,Astronomy,22,16,6
2001,Atmospheric Sciences,30,17,13
2001,BIOCH,156,85,71
2001,Biochemistry,87,51,36
2001,Biology,383,146,237
2001,Biophysics & Computnl Biology,56,41,15
2001,CELL & STR BIOL,51,30,21
2001,Chemical Engineering,432,297,135
2001,Chemical Physics,4,2,2
2001,Chemistry,396,245,151
2001,Classical Philology,5,3,2
2001,Classics,5,3,2
2001,Comparative Literature,27,3,24
2001,E Asian Languages & Cultures,18,3,15
2001,English,129,52,77
2001,Entomology,37,25,12
2001,French,31,5,26
2001,GEN CURR,2198,994,1204
2001,Geography,33,16,17
2001,Geology,46,33,13
2001,German,21,12,9
2001,History,98,63,35
2001,Italian,4,0,4
2001,LATIN AMER ST,7,3,4
2001,Linguistics,74,26,48
2001,Mathematics,167,125,42
2001,Microbiology,49,23,26
2001,Molecular & Integrative Physi,40,25,15
2001,Neuroscience,42,27,15
2001,PRE-JOURN,512,138,374
2001,PRE-MED,240,95,145
2001,Philosophy,37,32,5
2001,Plant Biology,27,14,13
2001,Political Science,36,23,13
2001,Portuguese,2,1,1
2001,Psychology,152,63,89
2001,REES,7,4,3
2001,STATS-ECON,1,1,0
2001,Slavic Languages & Literature,7,5,2
2001,Sociology,48,20,28
2001,Speech Communication,44,20,24
2001,TCH ENGL,1,0,1
2001,TRANSITION,0,0,0
2001,UNCLASS,0,0,0
2001,UNCM FR&SO,0,0,0
2002,Actuarial Science,21,9,12
2002,African American Studies,8,2,6
2002,Anthropology,63,24,39
2002,Applied Mathematics,13,10,3
2002,Asian Studies,13,5,8
2002,Astronomy,29,19,10
2002,Atmospheric Sciences,37,23,14
2002,BIOCH,159,82,77
2002,Biochemistry,80,49,31
2002,Biology,762,312,450
2002,Biophysics & Computnl Biology,54,40,14
2002,CELL & STR BIOL,59,33,26
2002,Chemical Engineering,397,282,115
2002,Chemical Physics,4,2,2
2002,Chemistry,370,237,133
2002,Classical Philology,6,4,2
2002,Classics,4,1,3
2002,Comparative Literature,28,3,25
2002,Creative Writing,14,9,5
2002,E Asian Languages & Cultures,26,8,18
2002,English,129,50,79
2002,Entomology,36,24,12
2002,French,30,6,24
2002,GEN CURR,2075,964,1111
2002,Geography,30,13,17
2002,Geology,45,27,18
2002,German,21,10,11
2002,History,101,59,42
2002,Italian,4,1,3
2002,LATIN AMER ST,8,4,4
2002,Linguistics,67,24,43
2002,Mathematics,175,137,38
2002,Microbiology,52,25,27
2002,Molecular & Integrative Physi,35,23,12
2002,Molecular and Cellular Biology,5,4,1
2002,Neuroscience,46,27,19
2002,PRE-JOURN,544,151,393
2002,PRE-MED,213,91,122
2002,Philosophy,37,31,6
2002,Plant Biology,28,11,17
2002,Political Science,40,24,16
2002,Portuguese,3,1,2
2002,Psychology,174,62,112
2002,REES,7,3,4
2002,Slavic Languages & Literature,6,4,2
2002,Sociology,47,22,25
2002,Speech Communication,54,23,31
2002,TRANSITION,0,0,0
2002,UNCLASS,0,0,0
2002,UNCM FR&SO,0,0,0
2003,Actuarial Science,19,5,14
2003,African American Studies,5,3,2
2003,Anthropology,68,24,44
2003,Applied Mathematics,14,11,3
2003,Asian Studies,8,3,5
2003,Astronomy,26,16,10
2003,Atmospheric Sciences,41,26,15
2003,BIOCH,169,78,91
2003,Biochemistry,81,47,34
2003,Biology,840,366,474
2003,Biophysics & Computnl Biology,67,47,20
2003,CELL & STR BIOL,68,38,30
2003,CHEM E NUS,5,4,1
2003,Chemical Engineering,413,294,119
2003,Chemical Physics,6,4,2
2003,Chemistry,391,244,147
2003,Classical Philology,8,6,2
2003,Classics,3,1,2
2003,Comparative Literature,24,5,19
2003,Creative Writing,23,12,11
2003,E Asian Languages & Cultures,23,7,16
2003,English,128,52,76
2003,Entomology,38,22,16
2003,French,28,4,24
2003,GEN CURR,2090,1052,1038
2003,Geography,40,20,20
2003,Geology,46,28,18
2003,German,19,7,12
2003,History,99,56,43
2003,Italian,3,1,2
2003,LATIN AMER ST,3,1,2
2003,Linguistics,71,25,46
2003,Mathematics,165,130,35
2003,Microbiology,60,23,37
2003,Molecular & Integrative Physi,40,26,14
2003,Molecular and Cellular Biology,22,13,9
2003,Neuroscience,53,32,21
2003,PRE-JOURN,593,171,422
2003,PRE-MED,303,129,174
2003,Philosophy,39,33,6
2003,Plant Biology,22,11,11
2003,Political Science,44,28,16
2003,Portuguese,3,1,2
2003,Psychology,193,69,124
2003,REES,7,2,5
2003,Slavic Languages & Literature,4,3,1
2003,Sociology,47,23,24
2003,Speech Communication,54,19,35
2003,TRANSITION,0,0,0
2003,UNCLASS,0,0,0
2003,UNCM FR&SO,0,0,0
2004,African Studies,10,4,6
2004,Asian Studies,10,2,8
2004,Astronomy,70,36,34
2004,Atmospheric Sciences,41,28,13
2004,Biochemistry,329,162,166
2004,Bioengineering,14,10,4
2004,Biology,1209,528,679
2004,Biophysics,1,1,0
2004,Biophysics & Computnl Biology,71,49,22
2004,Cell and Structural Biology,90,50,40
2004,Chemical Engineering,417,282,135
2004,Chemical Physics,6,5,1
2004,Chemistry,694,387,307
2004,Classical Philology,7,5,2
2004,Classics,35,14,21
2004,Comparative Literature,48,14,34
2004,Creative Writing,24,14,10
2004,E Asian Languages & Cultures,57,22,34
2004,"Ecology, Ethology, & Evolution ",3,1,2
2004,Economics,742,551,191
2004,English,1019,336,683
2004,Entomology,32,17,15
2004,Finance,217,158,59
2004,French,95,22,73
2004,General Curriculum,3539,1549,1985
2004,Geography,75,48,27
2004,Geology,78,49,29
2004,German,19,8,11
2004,Germanic Lang & Lit,16,7,9
2004,History,671,422,249
2004,History of Art,38,5,33
2004,Humanities,16,6,10
2004,Individual Plans of Study,4,0,4
2004,Integrative Biology,188,82,106
2004,Interdisciplinary,26,12,14
2004,International Studies,255,93,162
2004,Italian,10,2,8
2004,Latin American Studies,15,7,8
2004,Linguistics,97,37,60
2004,Math & Computer Science,159,138,20
2004,Mathematics,624,402,222
2004,Microbiology,77,31,46
2004,Molecular & Integrative Physi,43,27,16
2004,Molecular and Cellular Biology,690,293,397
2004,Molecular&Cell Bio-undeclared,12,7,5
2004,Music,20,14,6
2004,Neuroscience,61,30,31
2004,Nondegree,138,55,83
2004,Philosophy,137,106,31
2004,Physics,190,145,45
2004,Plant Biology,19,9,10
2004,Political Science,939,558,380
2004,Portuguese,2,1,1
2004,Psychology,1361,373,988
2004,Religious Studies,21,11,10
2004,Rhetoric,138,72,66
2004,Russian & E European Studies,11,5,6
2004,Russian Lang & Literature,3,2,1
2004,Slavic Languages & Literature,2,1,1
2004,Sociology,341,114,227
2004,Spanish,294,92,201
2004,Speech Communication,463,199,264
2004,Statistics,64,35,29
2004,Statistics & Computer Science,15,12,3
2004,Teaching of Biological Science,0,0,0
2004,Teaching of Chemistry,0,0,0
2004,Teaching of English Sec Lang,0,0,0
2004,Teaching of French,0,0,0
2004,Teaching of German,0,0,0
2004,Teaching of Latin,0,0,0
2004,Teaching of Mathematics,0,0,0
2004,Teaching of Spanish,0,0,0
2005,African Studies,11,4,7
2005,Asian Studies,13,4,9
2005,Astronomy,72,43,29
2005,Atmospheric Sciences,37,26,11
2005,Biochemistry,377,202,174
2005,Bioengineering,1,1,0
2005,Biology,1069,495,573
2005,Biophysics & Computnl Biology,68,47,21
2005,Cell and Structural Biology,74,35,39
2005,Chemical Engineering,394,255,138
2005,Chemical Physics,10,8,2
2005,Chemistry,760,449,311
2005,Classical Philology,7,5,2
2005,Classics,34,16,18
2005,Comparative Literature,64,15,49
2005,Creative Writing,18,8,10
2005,E Asian Languages & Cultures,67,35,32
2005,Economics,861,652,209
2005,English,1058,333,724
2005,Entomology,33,16,17
2005,Finance,162,117,45
2005,French,102,29,73
2005,General Curriculum,3775,1700,2070
2005,Geography,82,57,25
2005,Geology,93,59,34
2005,German,23,8,15
2005,Germanic Lang & Lit,23,13,10
2005,History,693,417,275
2005,History of Art,30,2,28
2005,Humanities,7,5,2
2005,Individual Plans of Study,5,2,3
2005,Integrative Biology,251,113,138
2005,Interdisciplinary,38,18,20
2005,International Studies,317,92,225
2005,Italian,10,2,8
2005,Latin American Studies,14,5,9
2005,Linguistics,103,42,61
2005,Math & Computer Science,128,117,10
2005,Mathematics,613,394,219
2005,Microbiology,86,37,49
2005,Molecular & Integrative Physi,37,21,16
2005,Molecular and Cellular Biology,794,324,469
2005,Molecular&Cell Bio-undeclared,18,10,8
2005,Music,17,10,7
2005,Neuroscience,59,26,33
2005,Nondegree,130,68,60
2005,Philosophy,137,105,32
2005,Physics,187,145,42
2005,Plant Biology,20,10,10
2005,Political Science,1064,642,419
2005,Portuguese,2,1,1
2005,Psychology,1376,381,995
2005,Religious Studies,29,17,12
2005,Rhetoric,134,72,62
2005,Russian & E European Studies,12,8,4
2005,Russian Lang & Literature,4,1,3
2005,Slavic Languages & Literature,4,2,2
2005,Sociology,472,156,316
2005,Spanish,318,97,221
2005,Speech Communication,504,207,297
2005,Statistics,77,44,33
2005,Statistics & Computer Science,10,9,1
2005,Teaching of Biological Science,0,0,0
2005,Teaching of Chemistry,0,0,0
2005,Teaching of English Sec Lang,0,0,0
2005,Teaching of French,0,0,0
2005,Teaching of German,0,0,0
2005,Teaching of Latin,0,0,0
2005,Teaching of Mathematics,0,0,0
2005,Teaching of Spanish,0,0,0
2006,African Studies,9,5,4
2006,American Civilization,1,1,0
2006,Asian Studies,10,5,5
2006,Astronomy,64,38,26
2006,Atmospheric Sciences,38,25,13
2006,Biochemistry,317,170,147
2006,Biology,795,346,447
2006,Biophysics & Computnl Biology,59,44,15
2006,Cell and Structural Biology,68,35,33
2006,Chemical Engineering,425,272,152
2006,Chemical Physics,11,9,2
2006,Chemistry,846,512,333
2006,Classical Philology,4,2,2
2006,Classics,38,22,16
2006,Comparative Literature,62,16,46
2006,Creative Writing,20,8,12
2006,E Asian Languages & Cultures,90,45,45
2006,Economics,959,709,247
2006,English,1071,340,729
2006,Entomology,37,19,18
2006,Finance,188,131,57
2006,French,111,27,84
2006,General Curriculum,3468,1597,1870
2006,Geography,83,52,31
2006,Geology,94,61,33
2006,German,23,8,15
2006,Germanic Lang & Lit,32,19,13
2006,History,683,412,270
2006,History of Art,32,4,28
2006,Humanities,8,3,5
2006,Individual Plans of Study,9,7,2
2006,Integrative Biology,301,140,161
2006,Interdisciplinary,39,20,19
2006,International Studies,356,102,254
2006,Italian,12,2,10
2006,Latin American Studies,10,5,5
2006,Linguistics,124,49,75
2006,Math & Computer Science,120,111,8
2006,Mathematics,590,368,222
2006,Microbiology,75,32,43
2006,Molecular & Integrative Physi,35,19,16
2006,Molecular and Cellular Biology,943,435,506
2006,Molecular&Cell Bio-undeclared,45,15,30
2006,Music,8,3,5
2006,Neuroscience,58,22,36
2006,Nondegree,135,62,73
2006,Philosophy,132,104,28
2006,Physics,177,141,35
2006,Plant Biology,23,11,12
2006,Political Science,1114,632,481
2006,Portuguese,2,1,1
2006,Psychology,1451,411,1039
2006,Religious Studies,23,15,8
2006,Rhetoric,109,51,58
2006,Russian & E European Studies,12,9,3
2006,Russian Lang & Literature,6,2,4
2006,"Russian, E Eur, Eurasian St ",3,3,0
2006,Slavic Languages & Literature,8,4,4
2006,Sociology,509,185,323
2006,Spanish,374,100,274
2006,Speech Communication,592,255,337
2006,Statistics,75,43,32
2006,Statistics & Computer Science,11,9,2
2006,Teaching of Biological Science,0,0,0
2006,Teaching of Chemistry,0,0,0
2006,Teaching of English Sec Lang,0,0,0
2006,Teaching of French,0,0,0
2006,Teaching of German,0,0,0
2006,Teaching of Latin,0,0,0
2006,Teaching of Mathematics,0,0,0
2006,Teaching of Spanish,0,0,0
2007,African Studies,11,4,7
2007,Asian Studies,13,3,10
2007,Astronomy,70,44,26
2007,Atmospheric Sciences,47,27,20
2007,Biochemistry,260,144,116
2007,Bioengineering,1,0,1
2007,Biology,908,389,516
2007,Biophysics & Computnl Biology,67,48,19
2007,Cell and Structural Biology,65,30,35
2007,Chemical Engineering,472,313,159
2007,Chemical Physics,12,9,3
2007,Chemistry,741,440,301
2007,Classical Philology,5,2,3
2007,Classics,37,19,18
2007,Comparative Literature,56,13,43
2007,Creative Writing,20,10,10
2007,E Asian Languages & Cultures,90,40,50
2007,"Earth Systems, Env, & Society ",1,1,0
2007,Economics,928,678,246
2007,English,1037,321,713
2007,Entomology,32,17,15
2007,Finance,93,60,33
2007,French,96,26,70
2007,General Curriculum,3379,1569,1809
2007,Geography,96,62,34
2007,Geology,91,58,33
2007,German,21,7,14
2007,Germanic Lang & Lit,32,14,17
2007,History,711,446,263
2007,History of Art,34,5,29
2007,Humanities,3,3,0
2007,Individual Plans of Study,6,2,4
2007,Integrative Biology,292,138,154
2007,Interdisciplinary,49,22,27
2007,International Studies,369,108,261
2007,Italian,11,5,6
2007,Latin American Studies,14,6,8
2007,Linguistics,139,53,86
2007,Math & Computer Science,106,99,7
2007,Mathematics,551,325,226
2007,Microbiology,71,32,39
2007,Molecular & Integrative Physi,37,17,20
2007,Molecular and Cellular Biology,916,454,461
2007,Molecular&Cell Bio-undeclared,24,11,13
2007,Music,1,1,0
2007,Neuroscience,52,21,31
2007,Nondegree,129,60,69
2007,Philosophy,124,97,27
2007,Physics,164,139,24
2007,Plant Biology,25,13,12
2007,Political Science,1130,651,477
2007,Portuguese,6,2,4
2007,Psychology,1520,460,1058
2007,Religious Studies,25,14,11
2007,Rhetoric,108,49,59
2007,Russian & E European Studies,6,4,2
2007,Russian Lang & Literature,4,1,3
2007,"Russian, E Eur, Eurasian St ",7,6,1
2007,Slavic Languages & Literature,10,4,6
2007,Sociology,537,217,319
2007,Spanish,353,92,261
2007,Speech Communication,729,318,410
2007,Statistics,118,70,48
2007,Statistics & Computer Science,8,6,2
2007,Teaching of Chemistry,0,0,0
2007,Teaching of English Sec Lang,0,0,0
2007,Teaching of French,0,0,0
2007,Teaching of German,0,0,0
2007,Teaching of Latin,0,0,0
2007,Teaching of Mathematics,0,0,0
2007,Teaching of Spanish,0,0,0
2008,African Studies,11,2,9
2008,Asian Studies,15,4,11
2008,Astronomy,75,52,23
2008,Atmospheric Sciences,86,52,33
2008,Biochemistry,204,122,82
2008,Biology,876,389,487
2008,Biophysics & Computnl Biology,75,56,19
2008,Cell and Developmental Biology,46,19,27
2008,Cell and Structural Biology,4,3,1
2008,Chemical Engineering,523,346,177
2008,Chemical Physics,13,10,3
2008,Chemistry,723,437,286
2008,Classical Philology,5,3,2
2008,Classics,37,14,23
2008,Comparative Literature,44,13,31
2008,Creative Writing,20,9,11
2008,E Asian Languages & Cultures,96,39,57
2008,"Earth Systems, Env, & Society ",65,37,28
2008,"Ecol, Evol, Conservation Biol ",19,12,7
2008,Economics,836,613,220
2008,English,934,288,645
2008,Entomology,33,15,18
2008,Finance,5,5,0
2008,French,96,26,70
2008,General Curriculum,1387,676,711
2008,Geography,87,59,27
2008,Geology,88,53,35
2008,German,21,6,15
2008,Germanic Lang & Lit,34,15,19
2008,History,658,424,233
2008,History of Art,44,5,39
2008,Individual Plans of Study,7,4,3
2008,Integrative Biology,322,153,169
2008,Interdisciplinary,65,31,34
2008,International Studies,402,111,290
2008,Italian,14,5,9
2008,Latin American Studies,15,5,10
2008,Linguistics,124,48,76
2008,Math & Computer Science,92,84,8
2008,Mathematics,558,351,206
2008,Microbiology,72,32,40
2008,Molecular & Integrative Physi,31,13,18
2008,Molecular and Cellular Biology,1009,499,508
2008,Molecular&Cell Bio-undeclared,31,16,15
2008,Neuroscience,54,21,33
2008,Nondegree,146,67,79
2008,Philosophy,126,103,23
2008,Physics,147,126,20
2008,Plant Biology,30,12,18
2008,Political Science,1062,638,424
2008,Portuguese,2,1,1
2008,Psychology,1437,406,1031
2008,Religious Studies,23,12,11
2008,Rhetoric,119,60,59
2008,Russian & E European Studies,4,2,2
2008,Russian Lang & Literature,4,2,2
2008,"Russian, E Eur, Eurasian St ",11,9,2
2008,Slavic Languages & Literature,8,2,6
2008,Sociology,514,210,302
2008,Spanish,298,78,220
2008,Speech Communication,762,319,443
2008,Statistics,133,77,56
2008,Statistics & Computer Science,14,11,3
2008,Teaching of Chemistry,0,0,0
2008,Teaching of Earth Science,0,0,0
2008,Teaching of English Sec Lang,0,0,0
2008,Teaching of French,0,0,0
2008,Teaching of German,0,0,0
2008,Teaching of Spanish,0,0,0
2009,African Studies,8,3,5
2009,Asian Studies,10,2,8
2009,Astronomy,73,51,22
2009,Atmospheric Sciences,116,65,51
2009,Biochemistry,202,108,94
2009,Bioengineering,1,1,0
2009,Biology,811,379,431
2009,Biophysics & Computnl Biology,70,55,15
2009,Cell and Developmental Biology,44,20,24
2009,Cell and Structural Biology,3,3,0
2009,Chemical Engineering,574,378,195
2009,Chemical Physics,11,9,2
2009,Chemistry,743,458,284
2009,Classical Philology,9,5,4
2009,Classics,36,18,18
2009,Communication,508,205,303
2009,Comparative Literature,44,16,27
2009,Creative Writing,19,10,9
2009,E Asian Languages & Cultures,102,38,64
2009,"Earth Systems, Env, & Society ",128,68,60
2009,"Ecol, Evol, Conservation Biol ",22,9,13
2009,Economics,843,611,231
2009,English,899,290,608
2009,Entomology,34,16,18
2009,Finance,4,3,1
2009,French,86,23,63
2009,Gender and Women's Studies,9,1,8
2009,General Curriculum,227,94,133
2009,Geography,69,44,24
2009,Geology,82,49,33
2009,German,22,10,12
2009,Germanic Lang & Lit,29,11,17
2009,Global Studies,93,25,68
2009,History,626,389,236
2009,History of Art,36,4,32
2009,Individual Plans of Study,9,6,3
2009,Integrative Biology,329,145,184
2009,Interdisciplinary,45,19,26
2009,International Studies,316,91,224
2009,Italian,14,6,8
2009,Latin American Studies,17,9,8
2009,Linguistics,109,41,68
2009,Math & Computer Science,79,68,11
2009,Mathematics,567,350,217
2009,Microbiology,68,28,40
2009,Molecular & Integrative Physi,31,13,18
2009,Molecular and Cellular Biology,1041,524,514
2009,Molecular&Cell Bio-undeclared,61,30,31
2009,Neuroscience,50,20,30
2009,Nondegree,158,67,91
2009,Philosophy,129,107,22
2009,Physics,168,149,19
2009,Plant Biology,40,17,23
2009,Political Science,1017,626,391
2009,Portuguese,2,1,1
2009,Psychology,1417,403,1013
2009,Religion,6,2,4
2009,Religious Studies,19,9,10
2009,Rhetoric,118,60,58
2009,Russian & E European Studies,5,4,1
2009,Russian Lang & Literature,4,2,2
2009,"Russian, E Eur, Eurasian St ",18,13,5
2009,Slavic Languages & Literature,13,2,11
2009,Sociology,493,191,301
2009,Spanish,277,71,206
2009,Speech Communication,377,156,221
2009,Statistics,155,88,67
2009,Statistics & Computer Science,16,13,3
2009,Teaching of Biological Science,0,0,0
2009,Teaching of Chemistry,0,0,0
2009,Teaching of Earth Science,0,0,0
2009,Teaching of English Sec Lang,0,0,0
2009,Teaching of French,0,0,0
2009,Teaching of German,0,0,0
2009,Teaching of Latin,0,0,0
2009,Teaching of Spanish,0,0,0
2010,African Studies,12,8,4
2010,Asian Studies,12,6,6
2010,Astronomy,74,54,20
2010,Atmospheric Sciences,128,77,51
2010,Biochemistry,204,107,97
2010,Bioinformatics,1,1,0
2010,Biology,784,380,404
2010,Biophysics & Computnl Biology,65,53,12
2010,Cell and Developmental Biology,42,23,19
2010,Cell and Structural Biology,3,3,0
2010,Chemical Engineering,621,417,203
2010,Chemical Physics,9,8,1
2010,Chemistry,730,450,279
2010,Classical Philology,7,4,3
2010,Classics,38,22,16
2010,Communication,844,326,518
2010,Comparative Literature,39,13,25
2010,Creative Writing,16,7,9
2010,E Asian Languages & Cultures,112,41,71
2010,"Earth Systems, Env, & Society ",158,85,73
2010,"Ecol, Evol, Conservation Biol ",22,10,12
2010,Economics,906,640,266
2010,English,813,262,550
2010,Entomology,33,14,19
2010,European Union Studies,5,2,3
2010,Finance,2,2,0
2010,French,81,23,58
2010,Gender and Women's Studies,16,0,16
2010,General Curriculum,87,29,58
2010,Geography,70,46,24
2010,Geology,78,51,27
2010,German,21,8,13
2010,Germanic Lang & Lit,15,7,8
2010,Global Studies,205,57,148
2010,History,599,381,217
2010,History of Art,31,0,31
2010,Individual Plans of Study,8,6,2
2010,Integrative Biology,361,152,209
2010,Interdisciplinary,16,7,9
2010,International Studies,132,33,98
2010,Italian,7,2,5
2010,LAS - Undeclared,95,34,61
2010,Latin American Studies,11,6,5
2010,Linguistics,101,37,64
2010,Math & Computer Science,82,72,10
2010,Mathematics,593,361,232
2010,Microbiology,67,24,43
2010,Molecular & Integrative Physi,36,15,21
2010,Molecular and Cellular Biology,1030,528,502
2010,Molecular&Cell Bio-undeclared,36,16,20
2010,Neuroscience,58,24,34
2010,Nondegree,164,82,82
2010,Philosophy,125,103,22
2010,Physics,189,161,27
2010,Plant Biology,40,17,23
2010,Political Science,913,570,343
2010,Portuguese,2,1,1
2010,Psychology,1446,466,977
2010,Religion,15,8,7
2010,Religious Studies,8,3,5
2010,Rhetoric,108,62,46
2010,Russian & E European Studies,4,4,0
2010,Russian Lang & Literature,4,3,1
2010,"Russian, E Eur, Eurasian St ",13,8,5
2010,Slavic Languages & Literature,14,2,12
2010,Sociology,411,162,249
2010,Spanish,226,49,177
2010,Speech Communication,79,28,51
2010,Statistics,177,105,72
2010,Statistics & Computer Science,19,12,7
2010,Teaching of Biological Science,0,0,0
2010,Teaching of Chemistry,0,0,0
2010,Teaching of English Sec Lang,0,0,0
2010,Teaching of French,0,0,0
2010,Teaching of German,0,0,0
2010,Teaching of Latin,0,0,0
2010,Teaching of Mathematics,0,0,0
2010,Teaching of Spanish,0,0,0
2011,African Studies,6,5,1
2011,Asian Studies,8,5,3
2011,Astronomy,64,38,26
2011,Atmospheric Sciences,127,75,52
2011,Biochemistry,208,116,92
2011,Biology,816,347,469
2011,Biophysics & Computnl Biology,70,55,15
2011,Cell and Developmental Biology,38,18,20
2011,Cell and Structural Biology,2,2,0
2011,Chemical Engineering,644,431,213
2011,Chemical Physics,10,8,2
2011,Chemistry,753,459,294
2011,Classical Philology,8,5,3
2011,Classics,26,15,11
2011,Communication,866,354,511
2011,Comparative Literature,32,10,20
2011,Creative Writing,16,7,9
2011,E Asian Languages & Cultures,103,35,68
2011,"Earth Systems, Env, & Society ",108,55,53
2011,"Earth, Society, & Environment ",25,16,9
2011,"Ecol, Evol, Conservation Biol ",23,10,13
2011,Economics,928,623,305
2011,English,697,214,482
2011,Entomology,35,15,20
2011,European Union Studies,8,2,6
2011,French,77,23,54
2011,Gender and Women's Studies,16,3,13
2011,General Curriculum,24,12,12
2011,Geography,63,44,19
2011,Geology,65,38,27
2011,German,16,7,9
2011,Germanic Lang & Lit,14,4,10
2011,Global Studies,263,76,187
2011,Health Communication,1,0,1
2011,History,529,336,192
2011,History of Art,33,1,32
2011,Individual Plans of Study,5,4,1
2011,Integrative Biology,439,194,245
2011,Interdisciplinary,10,6,4
2011,International Studies,47,12,34
2011,Italian,6,3,3
2011,LAS - Undeclared,177,69,108
2011,Latin American Studies,12,6,6
2011,Latina/Latino Studies,8,3,5
2011,Linguistics,103,41,62
2011,Math & Computer Science,72,64,8
2011,Mathematics,644,390,254
2011,Microbiology,60,21,39
2011,Molecular & Integrative Physi,31,15,16
2011,Molecular and Cellular Biology,1051,555,496
2011,Molecular&Cell Bio-undeclared,38,23,15
2011,Neuroscience,60,27,33
2011,Nondegree,176,84,92
2011,Philosophy,129,99,30
